0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,exercise,exercise_name
-0.0013657001683045975,0.3678969504051137,-0.6867826457991092,0.7229448696504627,0.038311879907743075,-1.2807996225286415,-0.0014294542047251647,0.23581925287457914,-0.5108023812244309,0.536399995707234,0.05109252483969773,-1.031016130591084,9.808213402938131,2.121691249276658,6.601862604786427,13.006576915162277,-0.0019198400609447895,-1.495404057489406,9.818345306989794,2.119830687145505,13.027346435276405,0.011904761904761906,0.011904761904761906,0.011904761904761906,0.13535003125433243,0.0556127633656481,100.70262391483236,0.7324903782952816,0.6896789261933063,0.017476444492426833,0,squat
-0.009214953411195359,0.36447720103185377,-0.86574369051656,0.6576079886928334,-0.033347498597161754,-1.3103444402503315,-0.009326522974931388,0.23414023323272393,-0.5935350082295285,0.5164908292984154,-0.10637494153966116,-0.9466316054044763,9.800048477025069,2.117055246116796,6.651709495313547,12.927792156147394,0.007597100000259169,-1.493273062470466,9.810100256844335,2.1148624532347724,12.935984116916146,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.13292854543838484,0.05490863284907629,100.52287306715203,0.7256872780812307,0.6853080429341447,0.0010351319268883644,0,squat
-0.003967987942857781,0.3675000659899368,-0.7590512793175861,0.7384757415346213,-0.00874599613565887,-1.3155432336611146,-0.004057243593846558,0.2335926043966839,-0.5364304535239649,0.5040666355373907,0.019563856306479933,-1.0111973284983635,9.805442756406153,2.1228722040079133,6.622396572909694,13.014636638044154,0.006289128950113068,-1.4935833742811135,9.815577908422732,2.1207023310394737,13.02942696291238,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.13507204343092255,0.05458196605440547,100.65329404370733,0.7326528580469374,0.6941149566182808,0.023772691800340088,0,squat
-1.692900502868966e-05,0.36368218280909037,-0.7328381923186819,0.7529283738327776,-0.026426372137857024,-1.285634104182866,-9.931883671076601e-05,0.23378345062136696,-0.5012157378763483,0.5670849812701444,0.02031483771488162,-1.0289502455401744,9.809439142701754,2.1173164250544563,6.6308379036417096,13.07573463193389,0.0007706285671801494,-1.494392387473145,9.819428291286355,2.115153094338054,13.095595679618816,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.13226473037937586,0.05465471164866445,100.70812513817468,0.7238016983954162,0.6858466410980854,-0.00046707199317714106,0,squat
-0.00384243599329883,0.3699733224002323,-0.7716652480421244,0.7830567323510793,-0.0036467650013899517,-1.2520037573493872,-0.003939805794377514,0.23825472826197158,-0.5306190101575341,0.567300997680688,0.045757630265202916,-1.0492011480204562,9.805514739660168,2.1216446672528213,6.564028376429552,13.038255961695999,-0.004559427130947637,-1.4932389096789738,9.815884483343487,2.1193355266787837,13.056109945510316,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.13689502360222883,0.056780837608883326,100.64949540377515,0.7363909993275274,0.6880486862022661,0.02101092841332871,0,squat
0.0008461839016653417,0.36693957038402725,-0.7204282223361737,0.7191949732335807,0.0025029378186201784,-1.275344803838396,0.0007488141005866505,0.23349859331476733,-0.5094606114599087,0.4879288293680832,-0.027365640849491314,-1.0274314979443269,9.810203359555132,2.12225940637244,6.647344693687648,13.008049922403334,0.0025640980817155665,-1.491706430037624,9.8202503033905,2.120359979028384,13.02209725460719,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.13464536434080995,0.05452215380253234,100.74407494376311,0.7314628980567929,0.69377599810964,0.021801144786720746,0,squat
0.0013294859256104666,0.366088482969473,-0.6921234634396551,0.7937087858343017,0.003789954302069721,-1.279276505635469,0.0012179163618745393,0.23882025914643826,-0.5240534176373295,0.581625446365033,0.02546009240806287,-1.0079409589892772,9.810592916361877,2.1152320303111565,6.560409201254434,13.015042801920671,-0.0017260221633890959,-1.486982390586982,9.82075416067081,2.113240822217326,13.028335692277622,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.1340225448957165,0.05703659949903646,100.72193991262405,0.7277255825133263,0.6786575332506743,-0.004430971200598177,0,squat
-0.005498695647663495,0.3621101484009736,-0.7422459006936357,0.7417766851893342,-0.009851078432234437,-1.2011438917352604,-0.005567353840731822,0.23186163677557167,-0.5313914372199243,0.5234028114577944,-0.038258757657077036,-1.0594936829347672,9.804048030774654,2.1179125399773664,6.569286811064052,12.950958783313643,-0.0010107985108503501,-1.4948309561374054,9.813947588060156,2.115724193935454,12.961414560668578,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.13115399522880078,0.05379081403703504,100.60491131672974,0.7207520260574662,0.6889573538034616,2.5487573976156075e-05,0,squat
-0.011410993853772422,0.3646462045897101,-0.7384470944177111,0.6535713952652622,-0.0023003352249964053,-1.2661392999465617,-0.011532706105120794,0.23265546891738334,-0.6131950251408169,0.47444084834351813,-0.03237113078616433,-1.0524008592156702,9.797785475713061,2.119351639303309,6.6082965294884985,12.964153019309057,-0.0020501934175263677,-1.4949233648883493,9.807839131459637,2.1170502607047865,12.983898629492412,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.13309706530241155,0.054261570527274615,100.48825159911144,0.7266896310961496,0.6910436223768982,0.011058480134402875,0,squat
0.0065017061707743845,0.37262278369462887,-0.7334182545075003,0.717316629944575,0.0017347832437451987,-1.2727544156141952,0.006406075116143514,0.23687661965620133,-0.5661106509305505,0.5274250990146663,-0.010576729264280736,-1.0149091183155459,9.815870360830429,2.127089212363012,6.4589998416245145,13.096106243581366,9.361412815574746e-05,-1.4878708837577992,9.826210534940062,2.125193535389887,13.113488468016385,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.13889001111146526,0.05615157073814233,100.87581945798041,0.7428336005311412,0.6971712407401617,0.04324107205452048,0,squat
